region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,fixed_connections_total,fixed_connections_residential,residential_share_pct,source_status,source_mapping_method,period,source_url
16,Ñuble,162,Itata,16203,Coelemu,2827,2798,98.9742,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,162,Itata,16204,Ninhue,374,361,96.5241,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,162,Itata,16205,Portezuelo,330,318,96.3636,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,162,Itata,16206,Ránquil,686,655,95.481,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,162,Itata,16207,Trehuaco,464,449,96.7672,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,163,Punilla,16301,San Carlos,9959,9517,95.5618,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,163,Punilla,16302,Coihueco,1568,1527,97.3852,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,163,Punilla,16303,Ñiquén,370,364,98.3784,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,163,Punilla,16304,San Fabián,714,703,98.4594,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,163,Punilla,16305,San Nicolás,663,648,97.7376,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
